Datum (Anlage);Zeit (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
06.01.21;04:40:00;8,92;9,80;3517,519;60;52,84;1131,55;4,86;0,02
06.01.21;04:50:00;7,10;7,88;1793,829;53;42,01;910,27;4,98;0,02
06.01.21;05:00:00;9,91;10,09;4615,400;45;58,90;1165,19;4,44;-0,01
06.01.21;05:10:00;8,06;8,71;2488,253;59;67,47;1006,27;4,33;0,00
06.01.21;05:20:00;7,03;7,52;1476,353;57;56,40;869,08;4,67;0,09
06.01.21;05:30:00;7,97;8,57;2574,118;55;57,15;990,13;4,86;0,05
06.01.21;05:40:00;8,61;8,90;2994,452;53;52,19;1027,42;4,61;0,01
06.01.21;05:50:00;8,30;9,04;2631,916;49;38,46;1043,90;4,86;0,01
06.01.21;06:00:00;10,04;10,00;4775,924;44;46,59;1155,25;4,60;0,04
06.01.21;06:10:00;9,56;9,79;4185,537;45;44,50;1130,21;3,96;0,05
06.01.21;06:20:00;9,13;9,76;3757,953;44;51,15;1127,44;3,68;0,01
06.01.21;06:30:00;9,71;9,78;4259,597;52;60,19;1129,32;3,60;0,08
06.01.21;06:40:00;7,02;4,57;799,372;54;54,80;528,44;3,63;34,42
06.01.21;06:50:00;7,47;8,14;1973,373;60;61,05;940,09;4,05;0,11
06.01.21;07:00:00;8,30;8,90;2515,729;64;71,43;1028,50;3,96;0,03
06.01.21;07:10:00;6,97;7,68;1637,062;61;54,11;886,47;4,06;0,03
06.01.21;07:20:00;9,00;9,34;3417,213;61;65,86;1079,25;4,05;0,02
06.01.21;07:30:00;9,20;9,91;3960,405;62;45,84;1144,24;3,89;0,04
06.01.21;07:40:00;9,79;9,93;4110,912;52;59,53;1146,69;3,80;0,00
06.01.21;07:50:00;8,14;8,59;2245,856;54;48,05;991,69;4,05;0,00
06.01.21;08:00:00;7,80;7,91;1766,288;61;40,49;914,40;4,19;0,01
06.01.21;08:10:00;9,42;9,90;3880,161;30;44,44;1143,50;4,24;0,04
06.01.21;08:20:00;9,41;9,98;4327,057;38;29,03;1152,06;4,51;0,05
06.01.21;08:30:00;7,93;8,70;2327,077;29;41,20;1005,08;4,66;0,02
06.01.21;08:40:00;8,74;9,69;3432,738;41;58,17;1118,88;4,63;0,02
06.01.21;08:50:00;7,80;8,64;2247,056;52;48,64;997,34;4,57;0,02
06.01.21;09:00:00;8,02;8,57;2215,220;36;20,54;990,58;4,69;0,02
06.01.21;09:10:00;8,71;9,66;3303,375;45;62,09;1116,17;4,59;0,02
06.01.21;09:20:00;8,10;9,02;2575,055;60;55,48;1041,37;4,17;0,02
06.01.21;09:30:00;9,88;9,72;4543,727;47;38,74;1122,28;3,93;0,47
06.01.21;09:40:00;9,09;9,75;3797,350;42;41,68;1125,75;3,80;0,00
06.01.21;09:50:00;9,01;9,79;3852,061;42;41,19;1130,10;3,68;0,00
06.01.21;10:00:00;7,15;7,99;1797,507;39;35,65;923,12;3,86;0,00
06.01.21;10:10:00;8,39;9,08;2749,793;29;19,51;1048,58;4,09;0,00
06.01.21;10:20:00;8,85;9,65;3314,316;26;42,44;1115,08;4,09;0,00
06.01.21;10:30:00;7,55;8,37;2050,096;38;45,40;966,28;3,96;0,00
06.01.21;10:40:00;8,89;9,77;3472,976;40;38,71;1128,55;3,84;0,01
06.01.21;10:50:00;7,72;8,50;2179,669;33;19,70;981,31;3,62;0,01
06.01.21;11:00:00;6,45;7,01;1155,853;25;8,31;810,03;3,69;0,01
06.01.21;11:10:00;7,23;7,84;1851,396;16;18,38;906,26;3,95;0,01
06.01.21;11:20:00;9,94;9,98;4391,680;12;11,02;1152,72;3,74;0,01
06.01.21;11:30:00;9,08;9,55;3580,427;37;50,24;1102,89;3,80;0,12
06.01.21;11:40:00;9,02;9,75;3563,512;45;35,44;1125,91;3,67;0,02
06.01.21;11:50:00;8,89;9,40;3366,292;35;52,07;1085,96;3,32;0,02
06.01.21;12:00:00;6,73;7,25;1293,262;43;37,12;837,09;3,72;0,03
06.01.21;12:10:00;7,53;8,29;2036,475;40;37,99;957,80;4,00;0,00
06.01.21;12:20:00;8,50;9,42;2999,539;36;42,35;1088,51;3,61;0,00
06.01.21;12:30:00;8,18;9,05;2635,161;34;28,53;1045,67;3,55;0,00
06.01.21;12:40:00;8,19;8,77;2414,013;28;47,21;1012,80;3,52;0,00
06.01.21;12:50:00;7,70;8,69;2329,178;41;54,37;1003,72;3,27;0,00
06.01.21;13:00:00;7,99;8,86;2530,632;45;40,04;1023,71;3,43;0,00
06.01.21;13:10:00;8,19;9,18;2732,874;41;27,13;1060,33;3,51;0,07
06.01.21;13:20:00;7,78;8,56;2217,043;35;36,52;988,95;3,73;0,07
06.01.21;13:30:00;7,89;8,75;2386,398;36;34,42;1010,35;3,85;0,07
06.01.21;13:40:00;8,35;9,27;2816,376;36;36,11;1071,19;3,85;0,07
06.01.21;13:50:00;8,53;9,45;3162,353;33;22,07;1091,52;3,85;0,07
06.01.21;14:00:00;9,14;9,71;3796,364;31;37,09;1121,17;3,24;0,07
06.01.21;14:10:00;7,43;7,90;1718,449;35;39,75;912,32;3,71;0,02
06.01.21;14:20:00;7,29;8,00;1786,065;34;32,44;924,72;3,87;0,02
06.01.21;14:30:00;7,35;7,86;1719,544;36;38,05;907,79;3,99;0,02
06.01.21;14:40:00;8,68;9,50;3222,926;35;31,19;1097,23;3,79;0,02
06.01.21;14:50:00;9,07;9,78;3585,914;28;19,20;1128,95;3,25;0,02
06.01.21;15:00:00;6,02;7,01;1025,560;23;21,42;809,76;3,23;0,37
06.01.21;15:10:00;5,62;6,49;624,644;23;19,13;750,17;3,66;0,55
06.01.21;15:20:00;7,53;8,21;1977,328;36;32,36;948,32;3,77;0,01
06.01.21;15:30:00;7,37;8,27;1984,585;30;27,34;955,28;3,75;0,00
06.01.21;15:40:00;7,81;8,49;2171,718;25;28,03;980,51;3,85;0,00
06.01.21;15:50:00;7,62;8,32;2028,557;34;37,66;960,50;3,70;0,00
06.01.21;16:00:00;7,14;7,59;1540,419;41;31,35;876,78;3,70;0,00
06.01.21;16:10:00;9,81;9,91;4664,908;34;35,30;1145,22;3,46;0,03
06.01.21;16:20:00;8,94;9,68;3263,862;35;37,29;1117,46;3,11;0,04
06.01.21;16:30:00;9,05;9,65;3454,728;29;22,73;1114,79;3,31;0,04
06.01.21;16:40:00;9,29;9,88;3671,050;27;36,77;1141,58;3,23;0,04
06.01.21;16:50:00;7,65;8,30;1999,691;26;18,47;958,35;3,11;0,04
06.01.21;17:00:00;8,11;8,90;2579,355;22;24,15;1028,19;2,99;0,04
06.01.21;17:10:00;7,09;7,77;1632,486;26;25,54;897,75;2,82;0,04
06.01.21;17:20:00;6,95;7,47;1495,479;27;23,27;863,50;3,10;0,01
06.01.21;17:30:00;8,27;9,00;2873,815;24;20,50;1039,91;3,13;0,01
06.01.21;17:40:00;9,56;10,04;4150,604;22;23,32;1159,94;3,13;0,01
06.01.21;17:50:00;9,02;9,60;3319,404;29;21,50;1108,85;3,24;0,01
06.01.21;18:00:00;9,26;9,84;3783,437;22;24,63;1136,02;3,07;0,01
06.01.21;18:10:00;9,05;9,87;3556,850;24;24,81;1140,60;3,06;0,01
06.01.21;18:20:00;9,39;10,00;4025,683;24;23,73;1154,94;3,02;0,05
06.01.21;18:30:00;9,15;9,88;3805,314;27;30,58;1141,39;2,80;0,06
06.01.21;18:40:00;9,17;9,75;3553,376;29;37,83;1125,78;2,98;0,06
06.01.21;18:50:00;8,06;8,70;2360,253;35;38,68;1004,92;3,20;0,06
06.01.21;19:00:00;8,11;8,93;2508,423;32;23,55;1031,76;3,28;0,06
06.01.21;19:10:00;8,09;8,72;2370,823;22;24,76;1006,70;3,11;0,06
06.01.21;19:20:00;7,42;7,91;1815,799;31;42,86;913,39;3,36;0,03
06.01.21;19:30:00;6,17;6,89;1005,252;30;35,07;795,50;3,30;0,18
06.01.21;19:40:00;6,88;7,33;1367,331;35;41,31;847,31;3,50;0,01
06.01.21;19:50:00;7,01;7,56;1505,148;38;40,21;873,97;3,49;0,01
06.01.21;20:00:00;7,47;7,96;1750,317;35;24,75;919,17;3,56;0,01
06.01.21;20:10:00;7,28;7,87;1712,229;35;30,20;909,49;3,74;0,01
06.01.21;20:20:00;7,59;8,10;1859,472;34;26,56;935,96;3,84;0,01
06.01.21;20:30:00;7,89;8,20;1928,367;33;28,76;947,10;3,90;0,01
06.01.21;20:40:00;7,53;8,03;1798,685;29;31,80;927,75;3,82;0,01
06.01.21;20:50:00;6,91;7,73;1594,718;32;35,25;893,00;3,80;0,01
06.01.21;21:00:00;6,92;7,64;1535,737;29;24,39;882,60;3,83;0,01
06.01.21;21:10:00;7,09;7,67;1565,845;24;30,87;886,50;3,83;0,01
06.01.21;21:20:00;6,19;6,81;997,524;32;39,13;787,36;3,83;0,10
06.01.21;21:30:00;6,62;7,16;1196,398;34;31,26;827,58;3,99;0,16
06.01.21;21:40:00;6,78;7,29;1335,652;29;24,20;842,45;4,01;0,00
06.01.21;21:50:00;7,13;7,75;1621,965;23;23,43;895,52;3,99;0,00
06.01.21;22:00:00;7,79;8,35;2030,366;30;28,22;964,78;3,93;0,00
06.01.21;22:10:00;6,64;7,26;1313,756;29;28,47;838,46;3,86;0,00
06.01.21;22:20:00;7,35;7,84;1674,831;29;33,43;905,89;3,70;0,00
06.01.21;22:30:00;6,59;7,11;1220,304;31;38,41;822,09;3,79;0,01
06.01.21;22:40:00;7,08;7,65;1545,061;31;34,49;883,77;3,73;0,00
06.01.21;22:50:00;6,67;7,33;1357,981;32;22,79;846,91;3,75;0,00
06.01.21;23:00:00;6,48;7,12;1209,863;28;26,83;822,24;3,64;0,01
06.01.21;23:10:00;6,64;7,13;1239,947;29;26,22;824,29;3,69;0,01
06.01.21;23:20:00;6,70;7,23;1290,047;32;30,03;834,65;3,69;0,01
06.01.21;23:30:00;6,52;7,10;1195,097;28;21,61;820,49;3,62;0,01
06.01.21;23:40:00;6,26;6,88;1062,244;20;20,77;795,58;3,78;0,04
06.01.21;23:50:00;6,78;7,16;1237,272;19;22,78;826,90;3,70;0,00
07.01.21;00:00:00;6,44;6,95;1114,878;19;33,60;802,92;3,77;0,00
07.01.21;00:10:00;6,38;6,74;966,992;21;24,82;778,85;3,79;0,04
07.01.21;00:20:00;6,70;7,24;1279,758;21;26,78;836,54;3,74;0,01
07.01.21;00:30:00;6,34;6,99;1077,774;21;26,71;807,95;3,77;0,17
07.01.21;00:40:00;5,66;6,57;713,191;31;26,49;759,00;3,73;0,48
07.01.21;00:50:00;4,88;6,48;341,271;30;4,64;748,20;3,97;1,35
07.01.21;01:00:00;5,24;6,52;522,353;18;16,92;753,39;4,01;0,95
07.01.21;01:10:00;5,54;6,48;557,235;18;29,00;748,78;4,04;0,72
07.01.21;01:20:00;5,98;6,57;714,744;24;35,12;758,95;4,14;0,38
07.01.21;01:30:00;5,28;6,48;521,259;29;26,59;748,52;4,06;0,83
07.01.21;01:40:00;5,80;6,49;636,479;29;36,16;749,28;3,92;0,46
07.01.21;01:50:00;5,04;6,47;397,846;32;25,46;748,04;3,86;1,16
07.01.21;02:00:00;4,19;6,48;130,067;19;29,63;748,15;4,18;1,51
07.01.21;02:10:00;4,46;6,48;260,263;24;13,09;748,69;4,22;1,29
07.01.21;02:20:00;4,67;6,47;311,250;14;27,39;747,78;4,18;1,34
07.01.21;02:30:00;5,52;6,50;598,659;21;25,83;751,45;4,18;0,67
07.01.21;02:40:00;6,08;6,54;792,368;21;26,67;756,09;3,96;0,14
07.01.21;02:50:00;5,45;6,49;630,232;21;17,25;749,76;3,96;0,55
07.01.21;03:00:00;4,36;6,48;241,614;21;16,01;748,15;4,01;1,48
07.01.21;03:10:00;5,03;6,48;410,117;21;29,76;748,28;4,13;1,00
07.01.21;03:20:00;5,66;6,58;669,296;11;15,51;760,29;4,11;0,55
07.01.21;03:30:00;6,32;6,68;933,977;9;14,63;771,54;4,11;0,06
07.01.21;03:40:00;6,12;6,58;858,225;17;26,10;760,31;4,21;0,09
07.01.21;03:50:00;6,18;6,70;969,086;20;21,65;773,87;4,23;0,02
07.01.21;04:00:00;5,96;6,62;817,875;27;24,56;764,62;4,25;0,25
07.01.21;04:10:00;5,40;6,49;620,092;24;23,65;749,66;4,28;0,55
07.01.21;04:20:00;5,25;6,49;529,075;23;26,39;749,79;4,34;0,83
07.01.21;04:30:00;6,55;6,96;1105,387;25;50,01;804,23;4,29;0,03
07.01.21;04:40:00;5,06;6,48;470,986;34;18,13;748,33;4,47;0,95
07.01.21;04:50:00;5,52;6,53;602,238;26;37,70;754,24;4,47;0,69
07.01.21;05:00:00;6,36;6,82;1036,362;34;37,46;788,60;4,27;0,05
07.01.21;05:10:00;5,71;6,57;744,941;37;32,75;759,17;4,31;0,38
07.01.21;05:20:00;5,71;6,54;757,734;28;17,95;755,29;4,55;0,27
07.01.21;05:30:00;6,42;6,98;1149,226;22;22,90;806,65;4,55;0,01
07.01.21;05:40:00;6,27;6,79;1017,725;22;25,40;784,85;4,49;0,02
07.01.21;05:50:00;6,29;6,70;982,476;22;24,33;773,91;4,53;0,01
07.01.21;06:00:00;5,83;6,56;803,228;22;20,17;758,01;4,55;0,12
07.01.21;06:10:00;6,14;6,64;851,264;26;22,56;767,18;4,57;0,18
07.01.21;06:20:00;6,67;7,19;1272,354;21;31,96;831,03;4,28;0,01
07.01.21;06:30:00;5,53;6,71;765,803;27;20,42;775,01;4,33;0,56
07.01.21;06:40:00;6,74;7,49;1348,723;30;33,91;865,73;4,57;0,33
07.01.21;06:50:00;5,46;6,57;570,735;33;33,11;758,67;4,35;0,84
07.01.21;07:00:00;5,15;6,49;528,461;28;17,93;749,27;4,68;0,72
07.01.21;07:10:00;6,55;7,19;1224,036;27;30,67;830,40;4,72;0,11
07.01.21;07:20:00;5,58;6,50;616,635;28;32,83;751,06;4,63;0,60
07.01.21;07:30:00;5,87;6,49;710,899;31;37,80;750,13;4,82;0,28
07.01.21;07:40:00;5,31;6,48;511,066;35;42,76;749,03;4,69;0,84
07.01.21;07:50:00;5,96;6,67;882,929;35;41,57;770,46;4,58;0,18
07.01.21;08:00:00;5,80;6,52;771,219;35;35,70;753,72;4,54;0,26
07.01.21;08:10:00;6,28;6,91;1058,764;31;19,05;797,90;4,62;0,09
07.01.21;08:20:00;5,07;6,47;480,652;22;29,64;748,07;4,49;0,96
07.01.21;08:30:00;4,90;6,48;421,626;22;33,87;748,24;4,64;1,16
07.01.21;08:40:00;5,15;6,48;455,739;26;30,52;748,30;4,87;1,00
07.01.21;08:50:00;6,44;7,06;1166,454;23;18,42;816,26;4,67;0,07
07.01.21;09:00:00;5,77;6,49;709,637;22;19,99;749,91;4,60;0,29
07.01.21;09:10:00;6,28;6,76;1016,179;29;49,22;781,05;4,51;0,00
07.01.21;09:20:00;5,17;6,57;555,995;39;44,56;758,68;4,30;0,88
07.01.21;09:30:00;4,41;6,48;231,786;39;47,14;748,27;4,38;1,48
07.01.21;09:40:00;5,50;6,56;621,462;40;39,59;757,48;4,31;0,59
07.01.21;09:50:00;5,15;6,48;509,807;43;36,72;748,53;4,40;0,80
07.01.21;10:00:00;5,26;6,53;571,101;42;43,64;754,83;4,29;0,80
07.01.21;10:10:00;4,46;6,48;315,968;42;38,92;748,84;4,45;1,03
07.01.21;10:20:00;5,48;6,50;598,789;42;41,20;750,73;4,47;0,70
07.01.21;10:30:00;5,22;6,48;450,817;42;51,11;749,10;4,38;1,07
07.01.21;10:40:00;4,89;6,47;400,524;49;44,93;748,08;4,40;1,13
07.01.21;10:50:00;4,85;6,48;397,256;48;36,83;748,65;4,52;1,23
07.01.21;11:00:00;4,96;6,48;489,939;46;48,06;748,70;4,54;0,89
07.01.21;11:10:00;4,58;6,48;304,700;47;56,84;748,33;4,68;1,28
07.01.21;11:20:00;5,51;6,48;571,922;53;48,88;748,63;4,59;0,68
07.01.21;11:30:00;4,88;6,47;344,093;53;72,25;747,82;4,48;1,08
07.01.21;11:40:00;3,00;4,44;-35,567;68;56,83;510,90;4,84;17,21
07.01.21;11:50:00;3,12;0,48;-11,256;67;28,92;67,07;4,94;44,86
07.01.21;12:00:00;3,84;5,68;68,429;52;65,57;657,59;5,18;5,03
07.01.21;12:10:00;3,85;6,48;65,427;58;53,14;748,21;5,24;1,51
07.01.21;12:20:00;4,28;6,48;134,439;52;39,56;748,90;5,19;1,37
07.01.21;12:30:00;5,00;6,48;438,393;45;58,97;748,34;4,94;0,99
07.01.21;12:40:00;4,59;6,47;306,819;59;80,27;748,13;4,75;1,20
07.01.21;12:50:00;5,50;6,48;453,632;63;31,39;748,35;4,78;1,02
07.01.21;13:00:00;3,50;5,48;35,154;28;24,24;630,77;4,90;9,64
07.01.21;13:10:00;4,89;2,94;215,836;38;62,81;342,46;4,85;28,74
07.01.21;13:20:00;5,86;6,51;782,639;48;53,50;752,52;4,49;0,15
07.01.21;13:30:00;5,22;6,48;537,903;48;58,51;748,17;4,50;0,76
07.01.21;13:40:00;4,38;6,48;214,370;55;63,19;748,31;4,65;1,50
07.01.21;13:50:00;5,12;6,50;537,930;56;60,47;750,66;4,55;0,79
07.01.21;14:00:00;5,24;6,48;453,865;56;56,98;748,22;4,60;0,98
07.01.21;14:10:00;4,74;6,47;227,064;58;64,12;747,93;4,51;1,42
07.01.21;14:20:00;4,77;6,48;278,940;57;39,54;748,84;4,69;1,23
07.01.21;14:30:00;3,62;4,44;142,484;49;36,27;510,09;4,61;17,01
07.01.21;14:40:00;2,63;0,28;-10,532;47;345,53;49,93;4,86;45,00
07.01.21;14:50:00;4,70;2,52;146,942;30;64,53;294,48;4,75;31,98
07.01.21;15:00:00;5,67;6,49;677,756;53;49,24;749,72;4,60;0,37
07.01.21;15:10:00;4,93;6,48;446,896;53;51,41;748,73;4,72;1,02
07.01.21;15:20:00;5,43;6,48;572,828;53;54,16;748,28;4,62;0,62
07.01.21;15:30:00;5,66;6,51;703,471;53;53,50;751,92;4,45;0,36
07.01.21;15:40:00;5,22;6,48;481,562;53;59,88;748,23;4,26;0,95
07.01.21;15:50:00;4,54;6,47;264,656;57;68,83;747,93;4,19;1,35
07.01.21;16:00:00;3,63;6,48;36,890;66;69,53;748,01;4,36;1,51
07.01.21;16:10:00;3,66;6,48;55,310;66;62,18;748,21;4,48;1,51
07.01.21;16:20:00;4,04;6,48;161,520;61;59,35;748,48;4,57;1,48
07.01.21;16:30:00;4,57;6,48;256,013;56;63,36;748,24;4,51;1,46
07.01.21;16:40:00;3,99;6,48;131,692;65;67,26;748,14;4,59;1,51
07.01.21;16:50:00;3,92;6,48;94,877;60;56,10;748,38;4,73;1,51
07.01.21;17:00:00;4,09;6,48;143,872;61;65,42;748,44;4,60;1,50
07.01.21;17:10:00;6,11;6,59;777,968;39;38,09;761,14;4,20;0,32
07.01.21;17:20:00;4,36;6,48;245,946;39;38,61;748,24;4,35;1,43
07.01.21;17:30:00;4,26;6,48;202,724;39;41,19;748,57;4,60;1,41
07.01.21;17:40:00;5,10;6,47;448,663;40;46,14;748,03;4,50;1,00
07.01.21;17:50:00;3,71;6,47;94,586;46;52,38;748,02;4,51;1,51
07.01.21;18:00:00;3,43;6,48;42,459;46;51,82;748,28;4,70;1,51
07.01.21;18:10:00;4,27;6,48;245,031;46;50,12;748,70;4,82;1,31
07.01.21;18:20:00;4,90;6,47;372,587;46;47,22;748,12;4,65;1,22
07.01.21;18:30:00;4,72;6,48;299,497;48;56,11;748,64;4,73;1,18
07.01.21;18:40:00;5,22;6,48;430,146;49;53,55;748,18;4,63;1,10
07.01.21;18:50:00;4,41;6,47;207,912;51;64,62;748,09;4,77;1,45
07.01.21;19:00:00;5,18;6,48;491,997;55;28,44;748,53;4,61;0,85
07.01.21;19:10:00;4,60;6,48;303,857;39;50,70;748,12;4,40;1,25
07.01.21;19:20:00;4,27;6,48;246,838;37;34,70;748,31;4,44;1,46
07.01.21;19:30:00;3,41;6,48;55,382;34;14,63;748,25;4,43;1,51
07.01.21;19:40:00;3,93;6,48;151,879;21;21,12;748,32;4,24;1,51
07.01.21;19:50:00;4,50;6,48;248,785;22;34,81;748,34;4,32;1,41
07.01.21;20:00:00;4,08;6,48;292,741;29;32,89;748,34;4,43;1,32
07.01.21;20:10:00;4,72;6,48;331,049;40;43,24;748,35;4,70;1,28
07.01.21;20:20:00;5,47;6,48;602,428;42;39,11;748,56;4,58;0,58
07.01.21;20:30:00;4,74;6,47;314,712;42;45,53;748,11;4,58;1,31
07.01.21;20:40:00;4,15;6,48;196,043;42;44,33;748,70;4,54;1,31
07.01.21;20:50:00;4,56;6,47;272,382;55;32,43;747,98;4,39;1,30
07.01.21;21:00:00;3,93;6,48;110,477;47;59,06;748,35;4,55;1,50
07.01.21;21:10:00;2,96;4,39;-7,975;48;38,99;505,19;4,73;17,61
07.01.21;21:20:00;4,41;2,95;97,279;45;44,26;343,63;4,44;27,29
07.01.21;21:30:00;4,78;6,48;340,391;49;35,42;748,44;4,45;1,32
07.01.21;21:40:00;3,74;6,48;71,576;49;52,30;748,24;4,75;1,49
07.01.21;21:50:00;5,83;6,54;746,173;49;52,33;755,57;4,81;0,29
07.01.21;22:00:00;5,91;6,61;880,799;54;52,45;764,33;4,71;0,08
07.01.21;22:10:00;5,20;6,48;531,192;55;51,13;748,81;4,51;0,80
07.01.21;22:20:00;5,77;6,54;772,954;55;53,00;755,97;4,46;0,19
07.01.21;22:30:00;4,84;6,47;383,076;55;53,23;747,60;4,38;1,10
07.01.21;22:40:00;5,44;6,62;669,148;48;48,75;765,40;4,56;0,53
07.01.21;22:50:00;4,35;6,47;230,864;51;62,34;748,10;4,57;1,44
07.01.21;23:00:00;5,67;6,56;695,618;46;39,36;757,84;4,53;0,49
07.01.21;23:10:00;5,52;6,50;665,034;42;41,13;750,92;4,60;0,42
07.01.21;23:20:00;5,83;6,54;766,518;42;44,63;756,05;4,61;0,24
07.01.21;23:30:00;5,45;6,48;552,463;47;60,06;748,88;4,65;0,75
07.01.21;23:40:00;6,08;6,84;924,582;51;37,64;790,09;4,59;0,31
07.01.21;23:50:00;5,31;6,48;507,752;51;79,37;748,38;4,60;0,84
